Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,44,Rhode Island,467,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,47,56004.702128,26864.106383,24249.617021
State,44,Rhode Island,468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,36,55690.555556,22218.972222,17639.222222
State,44,Rhode Island,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTA,19,61638.421053,24094.157895,22576.789474
State,44,Rhode Island,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,552,30680.244565,14159.860507,11435.588768
State,44,Rhode Island,472,CERVICAL SPINAL FUSION WITH CC,28,67633.821429,25301.25,23487.928571
State,44,Rhode Island,473,CERVICAL SPINAL FUSION WITHOUT CC/MCC,24,49260.25,20380.583333,17493.666667
State,44,Rhode Island,478,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,24,54548.75,19520.416667,17576.041667
State,44,Rhode Island,480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,64,63678.015625,26163.984375,23556.75
State,44,Rhode Island,481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,219,45007.456621,17443.940639,14970.347032
State,44,Rhode Island,482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,42,33028.214286,14191.809524,11258.095238
State,44,Rhode Island,483,MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,80,48219.7875,18112.9875,14871.3
State,44,Rhode Island,486,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH CC,13,45637,18517.769231,14071.230769
State,44,Rhode Island,492,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC",18,101053.27778,32009.944444,27857.222222
State,44,Rhode Island,493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",46,52863.978261,20887.195652,17695.326087
State,44,Rhode Island,494,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC",27,41672.925926,15351.925926,12877.111111
State,44,Rhode Island,501,SOFT TISSUE PROCEDURES WITH CC,20,42605.45,14579,12570.4
State,44,Rhode Island,516,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,33,57905.484848,17022.090909,15201.878788
State,44,Rhode Island,517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,18,33771.277778,13142.888889,10476.166667
State,44,Rhode Island,519,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,17,39341.882353,17428.529412,15593.411765
State,44,Rhode Island,520,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,19,27288.894737,13038.157895,9561.6315789
State,44,Rhode Island,521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,45,61200.377778,24572.222222,22108.533333
State,44,Rhode Island,522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,129,45202.751938,18004.054264,15911.341085
State,44,Rhode Island,534,FRACTURES OF FEMUR WITHOUT MCC,13,15644.538462,5594.2307692,4262.2307692
State,44,Rhode Island,535,FRACTURES OF HIP AND PELVIS WITH MCC,22,36227.136364,9948.8636364,8297.3181818
State,44,Rhode Island,536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,55,19526.581818,6434.7272727,5029.6
State,44,Rhode Island,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,28,35876.678571,13588.392857,11945
State,44,Rhode Island,543,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,47,27036.93617,8502.7234043,6918.4255319
State,44,Rhode Island,544,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/M,11,23903.727273,6685.2727273,5456.2727273
State,44,Rhode Island,546,CONNECTIVE TISSUE DISORDERS WITH CC,15,34068.6,10580.2,8380.8
State,44,Rhode Island,551,MEDICAL BACK PROBLEMS WITH MCC,34,31099.117647,12717.941176,10776.411765
State,44,Rhode Island,552,MEDICAL BACK PROBLEMS WITHOUT MCC,149,25492.85906,8109.6442953,6197.6308725
State,44,Rhode Island,553,BONE DISEASES AND ARTHROPATHIES WITH MCC,11,26446.909091,11428.272727,8607.5454545
State,44,Rhode Island,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,45,18320.911111,6780.6888889,5618.3777778
State,44,Rhode Island,556,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,39,20042.025641,7090.9487179,5657.8717949
State,44,Rhode Island,557,"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",13,33054.076923,10228.692308,8566.5384615
State,44,Rhode Island,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",34,21508,7138.1176471,5489.9705882
State,44,Rhode Island,559,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",13,25776.307692,13553.615385,12367.692308
State,44,Rhode Island,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",12,25371.166667,9099.0833333,8111.9166667
State,44,Rhode Island,562,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC",29,26756.551724,11039.034483,9642.4482759
State,44,Rhode Island,563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",98,20869.877551,7454.7959184,5232.1530612
State,44,Rhode Island,564,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,19,44215.842105,14710.894737,10757.368421
State,44,Rhode Island,565,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,26,24895.576923,8743.5769231,6795.2692308
State,44,Rhode Island,571,SKIN DEBRIDEMENT WITH CC,12,44911.833333,14362.333333,12202.333333
State,44,Rhode Island,580,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC",31,34452.709677,14153.967742,11131.774194
State,44,Rhode Island,593,SKIN ULCERS WITH CC,14,23201,9420.9285714,7576.0714286
State,44,Rhode Island,596,MAJOR SKIN DISORDERS WITHOUT MCC,15,36189,10449.666667,8505.0666667
State,44,Rhode Island,602,CELLULITIS WITH MCC,61,30318.42623,11605.081967,10112.934426
State,44,Rhode Island,603,CELLULITIS WITHOUT MCC,201,21217.671642,7167.0597015,5588.8557214
State,44,Rhode Island,604,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC",14,31470.785714,11974.428571,10575.857143
State,44,Rhode Island,605,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",45,21270.555556,7706.4666667,6331.4
State,44,Rhode Island,607,MINOR SKIN DISORDERS WITHOUT MCC,19,25395.157895,8384.6315789,6110.6315789
State,44,Rhode Island,617,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",34,36389.264706,18135.705882,11084.676471
State,44,Rhode Island,621,O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,22,29948.181818,16598.636364,8739.4090909
State,44,Rhode Island,629,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC",15,38770.4,18757.266667,14215.8
State,44,Rhode Island,637,DIABETES WITH MCC,83,38597.771084,12562.578313,10368.277108
State,44,Rhode Island,638,DIABETES WITH CC,127,25727.047244,8003.7086614,6339.0393701
State,44,Rhode Island,639,DIABETES WITHOUT CC/MCC,17,17609.647059,5594.7647059,4152.4117647
State,44,Rhode Island,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",198,30209.989899,10300.141414,8598.7424242
State,44,Rhode Island,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",235,20196.965957,6764.1404255,5039.0170213
State,44,Rhode Island,643,ENDOCRINE DISORDERS WITH MCC,45,31146.711111,14175.244444,12029.044444
State,44,Rhode Island,644,ENDOCRINE DISORDERS WITH CC,36,28595.333333,8596.9722222,7263.0555556
State,44,Rhode Island,645,ENDOCRINE DISORDERS WITHOUT CC/MCC,32,17810.75,7605.28125,4818.375
State,44,Rhode Island,652,KIDNEY TRANSPLANT,22,162150.63636,29252.090909,27090.363636
State,44,Rhode Island,657,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,20,40662.15,15838.6,12600.1
State,44,Rhode Island,658,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,23,34773.26087,13623.478261,10191.652174
State,44,Rhode Island,659,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,31,54348.741935,19842.741935,17403.516129
State,44,Rhode Island,660,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,59,35553.033898,11599.474576,9322.3050847
State,44,Rhode Island,661,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,59,23991.220339,8932.1525424,6666.2881356
State,44,Rhode Island,669,TRANSURETHRAL PROCEDURES WITH CC,15,42029.133333,13537.2,9263.8666667
State,44,Rhode Island,673,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,30,78215,29161.633333,26023.366667
State,44,Rhode Island,674,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,15,70309.8,23673.866667,21024
State,44,Rhode Island,682,RENAL FAILURE WITH MCC,181,32911.867403,12262.58011,10129.414365
State,44,Rhode Island,683,RENAL FAILURE WITH CC,260,22749.876923,7725.5769231,5907.0653846
State,44,Rhode Island,684,RENAL FAILURE WITHOUT CC/MCC,34,18190.411765,6123.7352941,4226
State,44,Rhode Island,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,212,25995.320755,9185.2122642,7481.3867925
State,44,Rhode Island,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,264,20670.55303,6657.1174242,5022.0227273
State,44,Rhode Island,694,URINARY STONES WITHOUT MCC,33,29255.878788,6875.3636364,4690.3030303
State,44,Rhode Island,696,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC,16,22576.4375,5942.25,4333.0625
State,44,Rhode Island,698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,174,42699.982759,13936.350575,11671.626437
State,44,Rhode Island,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,99,26220.737374,9300.7575758,7257.6060606
State,44,Rhode Island,713,TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,20,30211.25,11833.05,9541.2
State,44,Rhode Island,726,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,14,19914.714286,6255.3571429,4987.2857143
State,44,Rhode Island,728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,23,25322.608696,7162.2173913,5251.5652174
State,44,Rhode Island,807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,13,17631.692308,10896.538462,8711.9230769
State,44,Rhode Island,808,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,25,79556.6,21918.48,19011.92
State,44,Rhode Island,809,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,29,31433.62069,11295.896552,8582.862069
State,44,Rhode Island,811,RED BLOOD CELL DISORDERS WITH MCC,85,33338,11347.411765,9764.6823529
State,44,Rhode Island,812,RED BLOOD CELL DISORDERS WITHOUT MCC,121,25717.371901,8152.1983471,6098.8099174
State,44,Rhode Island,813,COAGULATION DISORDERS,75,59925.093333,21104.36,18430.973333
State,44,Rhode Island,834,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH MCC,19,123201.10526,55465.842105,47365.263158
State,44,Rhode Island,840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,30,51756.6,25515.2,23860.166667
State,44,Rhode Island,841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,23,35167.347826,13026.173913,11482.478261
State,44,Rhode Island,847,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,23,34282,12782.173913,10950.130435
State,44,Rhode Island,853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,180,105965.99444,40956.983333,35385.038889
State,44,Rhode Island,854,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,39,48200.102564,18161.74359,14075.974359
State,44,Rhode Island,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,35,106026.02857,40473,36576.514286
State,44,Rhode Island,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,23,46298.913043,17310.956522,16071.434783
State,44,Rhode Island,862,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,50,39681.68,16736.78,13596.98
State,44,Rhode Island,863,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,32,23759,8666.28125,6573.5
State,44,Rhode Island,864,FEVER AND INFLAMMATORY CONDITIONS,31,21518.290323,7564.2258065,5890.7419355
State,44,Rhode Island,866,VIRAL ILLNESS WITHOUT MCC,17,20495.352941,7483.8823529,5594.9411765
State,44,Rhode Island,867,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,15,42340.733333,17298.733333,15227.2
State,44,Rhode Island,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,24,36337.333333,9003.8333333,7118.2083333
State,44,Rhode Island,870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,55,170939.49091,56652.854545,51795.909091
State,44,Rhode Island,871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,1018,52699.950884,16257.257367,13852.270138
State,44,Rhode Island,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,218,28431.311927,8411.0642202,6588.059633
State,44,Rhode Island,880,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,40,22448.6,8617,5823.825
State,44,Rhode Island,881,DEPRESSIVE NEUROSES,25,24911.16,8000.8,5734.96
State,44,Rhode Island,882,NEUROSES EXCEPT DEPRESSIVE,17,33214.117647,9642.8823529,6924.1176471
State,44,Rhode Island,884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,87,37103.609195,13165.390805,10617.827586
State,44,Rhode Island,885,PSYCHOSES,188,23103.601064,11235.303191,8701.9361702
State,44,Rhode Island,894,"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",31,22857.612903,5557.7096774,4372.3870968
State,44,Rhode Island,896,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",51,45951.705882,16067.823529,14245.843137
State,44,Rhode Island,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",229,23418.703057,7695.0524017,5869.8165939
State,44,Rhode Island,907,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,33,125399.9697,42725.121212,39791.424242
State,44,Rhode Island,908,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,22,40616.5,16635.318182,14056.454545
State,44,Rhode Island,917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,96,38996.479167,12919.104167,10909.677083
State,44,Rhode Island,918,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,49,25008.081633,7421.2857143,4899.0612245
State,44,Rhode Island,919,COMPLICATIONS OF TREATMENT WITH MCC,46,39348.108696,15464.413043,13519.086957
State,44,Rhode Island,920,COMPLICATIONS OF TREATMENT WITH CC,47,26838.361702,9245.6170213,7540.3617021
State,44,Rhode Island,921,COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,13,22418.615385,7111.1538462,5543.2307692
State,44,Rhode Island,947,SIGNS AND SYMPTOMS WITH MCC,20,31429.9,9017,8180.3
State,44,Rhode Island,948,SIGNS AND SYMPTOMS WITHOUT MCC,76,22284.486842,6755.1184211,5112.6052632
State,44,Rhode Island,951,OTHER FACTORS INFLUENCING HEALTH STATUS,18,14979.666667,5144.4444444,4353.1111111
State,44,Rhode Island,956,"LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA",19,101711.47368,32457,30206.947368
State,44,Rhode Island,964,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,20,46966.55,14498.15,12657.65
State,44,Rhode Island,981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,44,103700.81818,42341.272727,36339.477273
State,44,Rhode Island,982,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,26,56190.576923,20491,17015.769231
State,44,Rhode Island,987,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,27,121639.81481,36358.592593,26470.962963
State,44,Rhode Island,988,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,25,35283.76,15675.28,12066.72
State,45,South Carolina,001,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC,36,1037048.75,290359.88889,247987.30556
State,45,South Carolina,003,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",227,629317.87665,161719.62555,141653.65198
State,45,South Carolina,004,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",239,484821.19665,105372.58577,90743.669456
State,45,South Carolina,005,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT,11,618195.09091,151484.90909,124893.90909
State,45,South Carolina,011,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC",32,270569.1875,64913.59375,53843.59375
State,45,South Carolina,012,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC",27,203201.96296,50825.444444,41061.592593
State,45,South Carolina,014,ALLOGENEIC BONE MARROW TRANSPLANT,17,332587.76471,136178.29412,96532.058824
State,45,South Carolina,016,AUTOLOGOUS BONE MARROW TRANSPLANT WITH CC/MCC,27,161702.7037,55967.925926,45541.518519
State,45,South Carolina,020,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC,33,280298.93939,86558.484848,77952.545455
State,45,South Carolina,021,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH CC,12,328693.91667,61458.916667,50526.833333
State,45,South Carolina,023,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,224,236073.00446,47725.375,40632.09375
State,45,South Carolina,024,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MC,79,190050.59494,31511.113924,25403.493671
State,45,South Carolina,025,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,333,191851.08408,35445.525526,31556.747748
State,45,South Carolina,026,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC,115,131739.62609,25659.173913,22126.182609
State,45,South Carolina,027,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,182,104176.95055,21720.785714,18356.285714
State,45,South Carolina,028,SPINAL PROCEDURES WITH MCC,39,193378.15385,48113.384615,36973.769231
State,45,South Carolina,029,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,65,134027.70769,27002.353846,22863.461538
State,45,South Carolina,030,SPINAL PROCEDURES WITHOUT CC/MCC,24,100016.08333,19110.791667,15091.75
State,45,South Carolina,031,VENTRICULAR SHUNT PROCEDURES WITH MCC,13,182892.69231,35169,28253.461538
State,45,South Carolina,032,VENTRICULAR SHUNT PROCEDURES WITH CC,27,97532.444444,17348.148148,14625.62963
State,45,South Carolina,033,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,70,91046.857143,13745.757143,12134.942857
State,45,South Carolina,034,CAROTID ARTERY STENT PROCEDURES WITH MCC,27,163966.96296,30258.074074,28360.148148
State,45,South Carolina,035,CAROTID ARTERY STENT PROCEDURES WITH CC,70,90590.328571,17258.371429,15725.814286
State,45,South Carolina,036,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,175,80232.102857,14181.462857,11932.068571
State,45,South Carolina,037,EXTRACRANIAL PROCEDURES WITH MCC,50,144172.78,27207.78,23823.38
State,45,South Carolina,038,EXTRACRANIAL PROCEDURES WITH CC,145,74937.041379,12976.77931,10540.896552
State,45,South Carolina,039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,386,59944.841969,9270.3549223,7287.507772
State,45,South Carolina,040,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",80,142623.1625,31341.825,26410.4
State,45,South Carolina,041,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUR",105,101297.80952,17573.92381,15425.752381
State,45,South Carolina,042,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITHOUT CC/MCC",40,82621.55,14548.775,12809.925
State,45,South Carolina,052,SPINAL DISORDERS AND INJURIES WITH CC/MCC,20,73560.75,15558.05,13127.05
State,45,South Carolina,054,NERVOUS SYSTEM NEOPLASMS WITH MCC,182,55805.587912,11579.532967,9088.2142857
State,45,South Carolina,055,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,44,40356.681818,9099.3181818,6993.6363636
State,45,South Carolina,056,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,210,70560.8,17550.714286,14295.490476
State,45,South Carolina,057,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,427,44736.711944,10160.297424,8050.1545667
State,45,South Carolina,058,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH MCC,14,75598.142857,14266.714286,10449.714286
State,45,South Carolina,059,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,32,50966.375,10769.03125,7668.78125
State,45,South Carolina,060,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC,13,30507.230769,7927.2307692,5319.2307692
State,45,South Carolina,061,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",102,115216.45098,22615.382353,20598.941176
State,45,South Carolina,062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",189,86148.296296,15937.772487,13230.650794
State,45,South Carolina,063,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",40,68290.075,14820.175,10808.8
State,45,South Carolina,064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,1375,70957.605818,15155.205818,12839.781091
State,45,South Carolina,065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,1828,41799.367068,8655.6225383,6574.8408096
State,45,South Carolina,066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,514,32877.293774,6398.2626459,4408.8599222
State,45,South Carolina,067,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC,15,65218.133333,14378.133333,11909.333333
State,45,South Carolina,068,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITHOUT MCC,66,46158.863636,7489.4393939,5491.3939394
State,45,South Carolina,069,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,607,37578.377265,6728.0428336,5011.8797364
State,45,South Carolina,070,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,339,74348.00885,15496.710914,12309.619469
State,45,South Carolina,071,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,354,43905.064972,8995.7937853,7027.1045198
State,45,South Carolina,072,NONSPECIFIC CEREBROVASCULAR DISORDERS WITHOUT CC/MCC,57,31840.736842,6685.8947368,5076.4385965
State,45,South Carolina,073,CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,96,45709.322917,12281.0625,10129.03125
State,45,South Carolina,074,CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC,170,44698.211765,8758.0823529,6713.5941176
State,45,South Carolina,077,HYPERTENSIVE ENCEPHALOPATHY WITH MCC,29,67641.448276,11624.931034,9896.3448276
State,45,South Carolina,078,HYPERTENSIVE ENCEPHALOPATHY WITH CC,43,51217.790698,8356.3488372,5966.0697674
State,45,South Carolina,080,NONTRAUMATIC STUPOR AND COMA WITH MCC,14,58649.285714,17299.285714,15384.357143
State,45,South Carolina,082,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,202,91503.589109,20021.074257,16915.326733
State,45,South Carolina,083,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,210,50746.461905,11909.785714,9602.5095238
State,45,South Carolina,084,TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,76,31067,8644.9473684,6123.75
State,45,South Carolina,085,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,150,94873.626667,17746.906667,15976.88
State,45,South Carolina,086,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,228,59422.578947,10195.855263,8342.2368421
State,45,South Carolina,087,TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC,98,47876.632653,7338.3571429,5734.0102041
State,45,South Carolina,088,CONCUSSION WITH MCC,11,60514.818182,11132.272727,9832.2727273
State,45,South Carolina,089,CONCUSSION WITH CC,25,37337.92,9421.44,7559.8
State,45,South Carolina,091,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,236,64185.661017,13736.088983,11545.932203
State,45,South Carolina,092,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,297,37062.936027,8026.6296296,6477.3097643
State,45,South Carolina,093,OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC,107,30910.158879,6748.8224299,4932.1401869
